,sentiment,text
18768,2, muahahahahaha well maybe they think i m crazy or something i haven t scared yet though
7018,0,i just spent 2 hours looking for a blog topic and ended up inventing my own grrrr 
8349,0,doesn t want to go to work 
23017,2,i m my mom s company picnic at a lake elsinore storm game oh the things we do to please moms
11440,1, update ableton live
2938,0, yeah she passed last week so sad exclamation 
3502,0,ewww just printed my new i d badge thingie 4 work n eww my picture i took so many n they were all ugly
9591,1,bout 2 have 1 more drink then imma head in da house
5376,0, censored it margie said she couldn t share the info on who killed evil eddy with me she wanted my info again gave it to her
6940,0,i just saw a load of ambulances police cars a car smashed up with a roof lying in the road that s 1 man dead 4 sure 
6474,0,time is going slow
11628,1, heyy are you ok question i know it sucks having her in you dorm but i assure you it will be ok
6278,0,have to return my sideways censored meds and bills 
20338,2, okay thank you exclamation i can t find it
13946,1,en route to minnebron where cell reception is notoriously unreliable until i tweet again have a great day yall
16830,1,please check out www mysweetebony com and lmk what you think my first paysite post up your site too exclamation 
484,0, i m stuck with boo exclamation exclamation exclamation exclamation jeeeez shoot me now
19055,2,supernatural was good as loved it 
20603,2,omgsh im being followed by paramore o
20830,2, i love you baby
18778,2,happy mothers day i love you mom 
1716,0,so it s rainy in georgia what do i do question wear bright colors and hope the sun comes out exclamation i m doubtful that this is going to work 
494,0, that drives me nuts 
22762,2,_j i soo dont wanna work tmrw exclamation only on a half day tho so hopefully the sun will stay out for me exclamation gonna go get showered tweet l8rs
22742,2, all mothers happy mother s day at all non mothers happy sunday the 10th of may 
12071,1,is sitting in her nan s bathroom dying her hair for the x factor auditions tomorrow
1550,0,i can t eat a hot pocket anymore without thinking about jim gaffigan
20151,2,_y_yankees changed my default pic since you ve been showing so much love exclamation 
8823,1,surfing the web 
2258,0, i m having trouble viewing it as well on you tube for some reason
16292,1, eat something exclamation 
6201,0,31 degree centigrade is much hotter than 30 degree centigrade
10938,1,art history quiz i didn t study
6839,0,ow sunburn hurts exclamation 
19377,2,good night everyone time to go mimmiz 
14894,1,_wx it looks like it did in ohio after a tornado hit 
15754,1,lacey is alright though quite a few gashes and she keeps her tail between her legs
18997,2,i want an iphone 33333
14630,1,oh well there go my hopes for seamless transfer of blog however i am now on track and will have it up and running sometime this eve
16589,1,wish my headache almost migraine would go away exclamation 
9371,1, it was just areply on you facebook status that you were a little upset
2987,0, try again minna i edited quickly sorry exclamation 
5841,0,this sucks i m tweetless and i f n hate money why does it have to be an issue
23121,2, nice to see you tweeting exclamation it s sunday 10th may and we re celebrating mother s day here today so be nice to yer mom
14559,1,its my last friday of my high school years exclamation 
24053,2, congratulations
514,0, i take it you re not a fan
11504,1, i m with ya on that one girl exclamation 
19847,2, ikr question exclamation my mom got it for me a birthday a few years ago tis the best
21649,2,just woke up can t go back to sleep had a txt from the bff sayin if you re up call me sounds important but that was 4 hours ago
4796,0, revising as uni exams are looming
6018,0,oww can t even describe how much my back hurts going to have to go to the stupid doctor 
12070,1,my tooth is bloody killing not sure i can wait until next week to get it fixed
14463,1,this really sucks i m supposed to be home in a couple of days and i m not i hate borders and visa s 
1215,0,i feel lazy watching other people work on my roof exclamation kat woman out
14821,1,nearly grand prix time
25401,2,_rey nah you do it really gradually with ptfe tape so goes up 0 1 mm at a time ive been doing it for years i love it exclamation x
189,0, wheres the music mannnn exclamation exclamation question question my inbox is still empty
6324,0, we watched that one day in the middle of playing it really doesn t hold up
9965,1, yessir yessir three cheeks full 
2543,0,sleep is not coming easy sleeping pills need them maybe this is why my mind is soo wild lately no sleep craziness proven fact exclamation 
21537,2, pgpm student from where question i myself was a pgpm student about 4 years back i wish i could stay one
23924,2,_hall no i was gutted when he wasn t lmao i think i m obsessed with him bahaha 
5978,0,selling my drumset sad day
1810,0, alas the best i can offer is a small pony and a rowing boat
22007,2,back home early for once wow this thing is getting addictive censored u phil xd
1802,0, omg exclamation is it mine question omg that s so gross i m so sorry exclamation i totally forgot about it until just now exclamation 
8055,0, d but it is making people unhappy and i dun like unhappiness
3939,0,here at work having lunch a lot of work and not enough help
24765,2,aww i love my daddy exclamation he works 7 days a week almost all day and still tries to go to sf with all of us
9208,1,just got home from morongo havin a corona won 100 bucks woo exclamation lol i wish it woulda been 100 000 instead 
797,0,i overslept headache
24420,2, i ve got 18 yr home 26 out the house they re always here exclamation and they bring friends exclamation why question hope you have a blessed day exclamation 
23742,2, i wish i could work like you dude 
6535,0,im so down exclamation the ac in my house just broke
11645,1,i m still thinking idk
9190,1, not by choice i have to use it for that one project that never ends exclamation 
14603,1, i would watch if i was at home
1058,0,but he has an out of date script that s really bad so midway thru his pitch we catch it he gets all butthurt and storms out his loss 
558,0,fml exclamation ughhhhhhhhh im not going anwhere today just sit in the bedroom i share with my mother and cry exclamation 
1850,0, i am surprised you haven t fired for announcing the whole world of they body they d found selfish 
19461,2,i just had a lovely lunch of curried rice and mussels with baby octopus yum
19954,2,played the eclectricity festival the custard factory last night was an unreal atmos right till the end exclamation glad i played last set
4874,0, i have a bird living with me so i have to find other ways to kill these censored things beside the exterminator vegas it sucks
